Time,Voltage
4.2,1.9619108011821184e-12
4.22,475.5282581475697
4.24,293.89262614622925
4.26,-293.8926261462237
4.28,-475.5282581475718
4.3,-8.81869491513412e-12
4.32,475.5282581475752
4.34,293.892626146238
4.36,-293.892626146238
4.38,-475.5282581475752
4.4,8.82240879895365e-12
4.42,475.5282581475718
4.44,293.8926261462237
4.46,-293.89262614622925
4.48,-475.52825814757847
4.5,-1.9581969173625882e-12
4.52,475.5282581475685
4.54,293.8926261462325
4.56,-293.89262614622055
4.58,-475.5282581475818
4.6,-1.2738802633678826e-11
4.62,475.5282581475739
4.64,293.8926261462412
4.66,-293.8926261462348
4.68,-475.5282581475851
4.7,4.902301080408943e-12
4.72,475.5282581475706
4.74,293.8926261462269
4.76,-293.89262614622606
4.78,-475.5282581475797
4.8,-5.878304635907295e-12
4.82,475.528258147576
4.84,293.8926261462356
4.86,-293.89262614624033
4.88,-475.528258147583
4.9,1.1762799078180475e-11
4.92,475.5282581475727
4.94,293.89262614622135
4.96,-293.89262614623163
4.98,-475.5282581475776
5.0,9.82193361864236e-13
5.02,475.5282581475694
5.04,293.8926261462301
5.06,-293.89262614622294
5.08,-475.5282581475809
5.1,-9.798412354452001e-12
5.12,475.52825814757483
5.14,293.8926261462388
5.16,-293.8926261462372
5.18,-475.52825814758427
5.2,7.842691359635767e-12
5.22,475.5282581475715
5.24,293.8926261462475
5.26,-293.89262614622845
5.28,-475.52825814757875
5.3,-2.937914356680471e-12
5.32,475.528258147577
5.34,293.89262614625625
5.36,-293.8926261462427
5.38,-475.5282581475821
5.4,1.4703189357407298e-11
5.42,475.52825814757364
5.44,293.892626146242
5.46,-293.892626146234
5.48,-475.52825814757665
5.5,3.92258364109106e-12
5.52,475.52825814757034
5.54,293.8926261462507
5.56,-293.8926261462253
5.58,-475.52825814758
5.6,-6.858022075225178e-12
5.62,475.52825814757574
5.64,293.8926261462594
5.66,-293.8926261462396
5.68,-475.5282581475833
5.7,1.0783081638862592e-11
5.72,475.52825814757244
5.74,293.8926261462451
5.76,-293.89262614623084
5.78,-475.5282581475779
5.8,2.4759225463534307e-15
5.82,475.5282581475779
5.84,293.89262614625386
5.86,-293.8926261462451
5.88,-475.5282581475812
5.9,1.7643579636634125e-11
5.92,475.52825814757455
5.94,293.8926261462396
5.96,-293.8926261462364
5.98,-475.52825814757574
6.0,-2.155873551008612e-11
6.02,475.5282581475712
6.04,293.8926261462483
6.06,-293.8926261462277
6.08,-475.5282581475791
6.1,-3.233934122640236e-11
6.12,475.52825814757665
6.14,293.892626146257
6.16,-293.892626146242
6.18,-475.52825814758245
6.2,-1.4698237512314592e-11
6.22,475.5282581475733
6.24,293.8926261462427
6.26,-293.8926261462332
6.28,-475.528258147577
6.3,-2.5478843228630828e-11
6.32,475.52825814757875
6.34,293.8926261462515
6.36,-293.8926261462475
6.38,-475.52825814758035
6.4,-7.83773951454306e-12
6.42,475.52825814757546
6.44,293.8926261462372
6.46,-293.8926261462388
6.48,-475.52825814757483
6.5,-1.8618345230859298e-11
6.52,475.5282581475721
6.54,293.8926261462459
6.56,-293.8926261462301
6.58,-475.52825814757813
6.6,-2.939895094717554e-11
6.62,475.5282581475776
6.64,293.89262614625466
6.66,-293.89262614624437
6.68,-475.5282581475815
6.7,-1.1757847233087767e-11
6.72,475.52825814757426
6.74,293.89262614624033
6.76,-293.8926261462356
6.78,-475.528258147576
6.8,-2.2538452949404008e-11
6.82,475.5282581475797
6.84,293.8926261462491
6.86,-293.8926261462269
6.88,-475.5282581475794
6.9,-4.897349235316236e-12
6.92,475.52825814757637
6.94,293.8926261462348
6.96,-293.8926261462182
6.98,-475.5282581475739
7.0,-1.5677954951632475e-11
7.02,475.52825814757307
7.04,293.8926261462436
7.06,-293.89262614620947
7.08,-475.5282581475773
7.1,-2.6458560667948714e-11
7.12,475.52825814757847
7.14,293.89262614625227
7.16,-293.89262614622373
7.18,-475.5282581475806
7.2,-8.817456953860944e-12
7.22,475.5282581475752
7.24,293.892626146238
7.26,-293.892626146215
7.28,-475.5282581475752
7.3,-1.959806267017718e-11
7.32,475.5282581475806
7.34,293.89262614624676
7.36,-293.8926261462293
7.38,-475.52825814757847
7.4,-1.9569589560894116e-12
7.42,475.5282581475773
7.44,293.8926261462325
7.46,-293.89262614622055
7.48,-475.52825814757307
7.5,-1.273756467240565e-11
7.52,475.5282581475739
7.54,293.8926261462412
7.56,-293.8926261462118
7.58,-475.52825814757637
7.6,-2.3518170388721887e-11
7.62,475.5282581475706
7.64,293.8926261462499
7.66,-293.89262614622606
7.68,-475.5282581475797
7.7,-5.877066674634119e-12
7.72,475.52825814756727
7.74,293.8926261462356
7.76,-293.89262614621737
7.78,-475.52825814757426
7.8,-1.6657672390950358e-11
7.82,475.5282581475727
7.84,293.89262614624437
7.86,-293.89262614623163
7.88,-475.5282581475776
7.9,9.834313231374128e-13
7.92,475.5282581475694
7.94,293.8926261462301
7.96,-293.89262614622294
7.98,-475.5282581475721
8.0,-9.797174393178826e-12
8.02,475.5282581475661
8.04,293.89262614626176
8.06,-293.8926261462372
8.08,-475.52825814757546
8.1,-2.0577780109495064e-11
8.12,475.5282581475627
8.14,293.89262614622453
8.16,-293.8926261462515
8.18,-475.52825814757875
8.2,-3.13583858258113e-11
8.22,475.528258147577
8.24,293.89262614625625
8.26,-293.8926261462427
8.28,-475.5282581475821
8.3,1.4704427318680476e-11
8.32,475.52825814757364
8.34,293.89262614626494
8.36,-293.892626146234
8.38,-475.5282581475679
8.4,3.923821602364237e-12
8.42,475.52825814757034
8.44,293.89262614627364
8.46,-293.8926261462713
8.48,-475.5282581475712
8.5,-6.856784113952001e-12
8.52,475.528258147567
8.54,293.89262614628234
8.56,-293.89262614626256
8.58,-475.52825814757455
8.6,-1.763738983026824e-11
8.62,475.5282581475637
8.64,293.8926261462451
8.66,-293.89262614625386
8.68,-475.5282581475779
8.7,-2.841799554658448e-11
8.72,475.5282581475779
8.74,293.89262614625386
8.76,-293.8926261462451
8.78,-475.5282581475812
8.8,1.76448175979073e-11
8.82,475.52825814757455
8.84,293.89262614626256
8.86,-293.8926261461904
8.88,-475.528258147567
8.9,6.864211881591062e-12
8.92,475.5282581475712
8.94,293.8926261462713
8.96,-293.8926261462277
8.98,-475.52825814757034
9.0,-3.9163938347251764e-12
9.02,475.5282581475679
9.04,293.89262614628
9.06,-293.89262614621896
9.08,-475.52825814757364
9.1,-1.4696999551041414e-11
9.12,475.52825814756454
9.14,293.8926261462427
9.16,-293.89262614621026
9.18,-475.528258147577
9.2,-2.5477605267357653e-11
9.22,475.52825814757875
9.24,293.8926261462515
9.26,-293.89262614620156
9.28,-475.52825814758035
9.3,2.0585207877134123e-11
9.32,475.52825814757546
9.34,293.8926261462602
9.36,-293.8926261461928
9.38,-475.5282581475661
9.4,9.804602160817886e-12
9.42,475.5282581475721
9.44,293.8926261462689
9.46,-293.8926261462301
9.48,-475.5282581475694
9.5,-9.760035554983524e-13
9.52,475.52825814756875
9.54,293.8926261462776
9.56,-293.89262614622135
9.58,-475.5282581475727
9.6,-1.175660927181459e-11
9.62,475.52825814756545
9.64,293.89262614624033
9.66,-293.89262614621265
9.68,-475.528258147576
9.7,-2.253721498813083e-11
9.72,475.5282581475797
9.74,293.8926261462491
9.76,-293.89262614620395
9.78,-475.5282581475794
9.8,2.352559815636095e-11
9.82,475.52825814757637
9.84,293.89262614625784
9.86,-293.89262614619514
9.88,-475.52825814756517
9.9,1.274499244004471e-11
9.92,475.52825814757307
9.94,293.89262614626654
9.96,-293.8926261462325
9.98,-475.5282581475685
10.0,1.964386723728472e-12
10.02,475.5282581475697
10.04,293.89262614627523
10.06,-293.89262614622373
10.08,-475.5282581475718
10.1,-8.816218992587767e-12
10.12,475.52825814756636
10.14,293.892626146238
10.16,-293.89262614621504
10.18,-475.5282581475752
10.2,-1.9596824708904003e-11
10.22,475.5282581475806
10.24,293.89262614624676
10.26,-293.8926261462063
10.28,-475.52825814757847
10.3,2.646598843558777e-11
10.32,475.5282581475773
10.34,293.89262614625545
10.36,-293.89262614619753
10.38,-475.5282581475818
10.4,1.5685382719271534e-11
10.42,475.5282581475739
10.44,293.89262614626415
10.46,-293.8926261462349
10.48,-475.5282581475851
10.5,4.904777002955296e-12
10.52,475.5282581475706
10.54,293.89262614627285
10.56,-293.89262614622606
10.58,-475.5282581475885
10.6,-5.875828713360942e-12
10.62,475.52825814756727
10.64,293.8926261462356
10.66,-293.89262614621737
10.68,-475.5282581475918
10.7,-1.665643442967718e-11
10.72,475.52825814758154
10.74,293.89262614624437
10.76,-293.89262614620867
10.78,-475.5282581475951
10.8,2.9406378714814597e-11
10.82,475.5282581475782
10.84,293.89262614625306
10.86,-293.8926261461999
10.88,-475.5282581475809
10.9,1.8625772998498358e-11
10.92,475.52825814757483
10.94,293.89262614626176
10.96,-293.8926261462372
10.98,-475.52825814758427
11.0,7.84516728218212e-12
11.02,475.5282581475715
11.04,293.89262614627046
11.06,-293.89262614622845
11.08,-475.52825814758756
11.1,-2.9354384341341174e-12
11.12,475.5282581475682
11.14,293.8926261462332
11.16,-293.89262614621975
11.18,-475.5282581475909
11.2,-1.3716044150450356e-11
11.22,475.52825814758245
11.24,293.892626146242
11.26,-293.89262614621106
11.28,-475.5282581475943
11.3,3.234676899404142e-11
11.32,475.5282581475791
11.34,293.8926261462507
11.36,-293.8926261462023
11.38,-475.52825814758
11.4,2.1566163277725184e-11
11.42,475.52825814757574
11.44,293.8926261462594
11.46,-293.8926261462396
11.48,-475.5282581475833
11.5,1.0785557561408945e-11
11.52,475.52825814757244
11.54,293.89262614626807
11.56,-293.89262614623084
11.58,-475.52825814758666
11.6,4.951845092706861e-15
11.62,475.5282581475691
11.64,293.89262614623084
11.66,-293.89262614622214
11.68,-475.52825814758995
11.7,-1.0775653871223533e-11
11.72,475.5282581475833
11.74,293.8926261462396
11.76,-293.89262614621344
11.78,-475.5282581475933
11.8,3.528715927326825e-11
11.82,475.52825814758
11.84,293.8926261462483
11.86,-293.8926261462047
11.88,-475.5282581475791
11.9,2.4506553556952008e-11
11.92,475.52825814757665
11.94,293.892626146257
11.96,-293.892626146242
11.98,-475.52825814758245
12.0,-4.311747102017224e-11
12.02,475.5282581475733
12.04,293.8926261462657
12.06,-293.8926261462332
12.08,-475.52825814758575
12.1,-5.389807673648848e-11
12.12,475.52825814757
12.14,293.89262614622845
12.16,-293.89262614622453
12.18,-475.5282581475891
12.2,-6.467868245280472e-11
12.22,475.52825814758427
12.24,293.8926261462372
12.26,-293.89262614621583
12.28,-475.5282581475924
12.3,-1.8615869308312945e-11
12.32,475.5282581475809
12.34,293.8926261462459
12.36,-293.8926261462071
12.38,-475.52825814757813
12.4,-2.9396475024629184e-11
12.42,475.5282581475776
12.44,293.89262614625466
12.46,-293.89262614624437
12.48,-475.5282581475815
12.5,-4.0177080740945416e-11
12.52,475.52825814757426
12.54,293.89262614626335
12.56,-293.8926261462356
12.58,-475.52825814758484
12.6,-5.0957686457261655e-11
12.62,475.5282581475709
12.64,293.89262614622606
12.66,-293.8926261462269
12.68,-475.52825814758813
12.7,-6.17382921735779e-11
12.72,475.5282581475851
12.74,293.8926261462348
12.76,-293.8926261462182
12.78,-475.5282581475915
12.8,-1.567547902908612e-11
12.82,475.5282581475818
12.84,293.8926261462436
12.86,-293.89262614620947
12.88,-475.5282581475773
12.9,-2.645608474540236e-11
12.92,475.52825814757847
12.94,293.89262614625227
12.96,-293.89262614624676
12.98,-475.5282581475806
13.0,-3.7236690461718596e-11
13.02,475.5282581475752
13.04,293.89262614626097
13.06,-293.892626146238
13.08,-475.5282581475839
13.1,-4.8017296178034835e-11
13.12,475.5282581475718
13.14,293.8926261462237
13.16,-293.8926261462293
13.18,-475.5282581475873
13.2,-5.879790189435108e-11
13.22,475.52825814758603
13.24,293.8926261462325
13.26,-293.89262614622055
13.28,-475.5282581475906
13.3,-1.2735088749859297e-11
13.32,475.52825814758273
13.34,293.8926261462412
13.36,-293.8926261462118
13.38,-475.52825814757637
13.4,-2.3515694466175534e-11
13.42,475.5282581475794
13.44,293.8926261462499
13.46,-293.8926261462491
13.48,-475.5282581475797
13.5,-3.4296300182491776e-11
13.52,475.528258147576
13.54,293.8926261462586
13.56,-293.8926261462404
13.58,-475.528258147583
13.6,-4.5076905898808015e-11
13.62,475.5282581475727
13.64,293.89262614622135
13.66,-293.8926261462317
13.68,-475.52825814758637
13.7,-5.585751161512425e-11
13.72,475.5282581475694
13.74,293.8926261462301
13.76,-293.89262614622294
13.78,-475.5282581475897
13.8,-9.794698470632472e-12
13.82,475.5282581475661
13.84,293.8926261462388
13.86,-293.8926261462142
13.88,-475.52825814757546
13.9,-2.0575304186948707e-11
13.92,475.5282581475627
13.94,293.8926261462475
13.96,-293.8926261462515
13.98,-475.52825814757875
14.0,-3.135590990326495e-11
14.02,475.52825814755937
14.04,293.89262614625625
14.06,-293.8926261462427
14.08,-475.5282581475821
14.1,-4.213651561958119e-11
14.12,475.5282581475561
14.14,293.89262614621896
14.16,-293.892626146234
14.18,-475.5282581475854
14.2,-5.291712133589743e-11
14.22,475.52825814757034
14.24,293.8926261462277
14.26,-293.8926261462253
14.28,-475.52825814758876
14.3,-6.854308191405648e-12
14.32,475.528258147567
14.34,293.8926261462364
14.36,-293.89262614621657
14.38,-475.52825814757455
14.4,-1.7634913907721887e-11
14.42,475.5282581475637
14.44,293.8926261462451
14.46,-293.89262614625386
14.48,-475.5282581475779
14.5,-2.8415519624038123e-11
14.52,475.52825814756034
14.54,293.89262614625386
14.56,-293.8926261462451
14.58,-475.5282581475812
14.6,-3.919612534035436e-11
14.62,475.528258147557
14.64,293.89262614621657
14.66,-293.8926261462364
14.68,-475.52825814758455
14.7,-4.99767310566706e-11
14.72,475.5282581475712
14.74,293.8926261462253
14.76,-293.8926261462277
14.78,-475.52825814758785
14.8,-3.913917912178823e-12
14.82,475.5282581475679
14.84,293.892626146234
14.86,-293.89262614621896
14.88,-475.52825814757364
14.9,-1.469452362849506e-11
14.92,475.52825814756454
14.94,293.8926261462427
14.96,-293.89262614625625
14.98,-475.528258147577
15.0,-2.54751293448113e-11
15.02,475.52825814756125
15.04,293.8926261462515
15.06,-293.8926261462475
15.08,-475.52825814758035
15.1,-3.6255735061127535e-11
15.12,475.5282581475579
15.14,293.8926261462142
15.16,-293.8926261462388
15.18,-475.52825814758364
15.2,-4.7036340777443774e-11
15.22,475.5282581475721
15.24,293.8926261462689
15.26,-293.8926261462301
15.28,-475.528258147587
15.3,-9.73527632951999e-13
15.32,475.52825814756875
15.34,293.8926261462776
15.36,-293.89262614622135
15.38,-475.5282581475727
15.4,-1.1754133349268237e-11
15.42,475.52825814756545
15.44,293.8926261462864
15.46,-293.8926261462586
15.48,-475.528258147576
15.5,-2.2534739065584473e-11
15.52,475.5282581475621
15.54,293.8926261462951
15.56,-293.8926261462499
15.58,-475.5282581475794
15.6,-3.3315344781900715e-11
15.62,475.5282581475588
15.64,293.89262614625784
15.66,-293.8926261462412
15.68,-475.52825814758273
15.7,-4.409595049821695e-11
15.72,475.52825814757307
15.74,293.89262614626654
15.76,-293.8926261462325
15.78,-475.52825814758603
15.8,1.9668626462748255e-12
15.82,475.5282581475697
15.84,293.89262614627523
15.86,-293.89262614622373
15.88,-475.5282581475718
15.9,-8.813743070041412e-12
15.92,475.52825814756636
15.94,293.892626146284
15.96,-293.89262614626097
15.98,-475.5282581475752
16.0,-1.9594348786357653e-11
16.02,475.52825814756306
16.04,293.8926261462927
16.06,-293.8926261462063
16.08,-475.52825814759603
16.1,2.6468464358134126e-11
16.12,475.5282581475773
16.14,293.89262614625545
16.16,-293.8926261462436
16.18,-475.5282581475818
16.2,-4.115556021899013e-11
16.22,475.5282581475564
16.24,293.89262614631014
16.26,-293.8926261462808
16.28,-475.52825814756756
16.3,-5.193616593530636e-11
16.32,475.5282581475882
16.34,293.8926261462269
16.36,-293.89262614622606
16.38,-475.5282581475885
16.4,-6.27167716516226e-11
16.42,475.5282581475849
16.44,293.8926261462356
16.46,-293.89262614621737
16.48,-475.5282581475918
16.5,-7.349737736793884e-11
16.52,475.52825814758154
16.54,293.89262614624437
16.56,-293.89262614620867
16.58,-475.5282581475951
16.6,2.940885463736095e-11
16.62,475.5282581475782
16.64,293.89262614625306
16.66,-293.8926261461999
16.68,-475.5282581475985
16.7,-9.505858880057132e-11
16.72,475.5282581475749
16.74,293.89262614626176
16.76,-293.8926261462832
16.78,-475.52825814756665
16.8,7.847643204728473e-12
16.82,475.52825814757153
16.84,293.89262614627046
16.86,-293.8926261461825
16.88,-475.52825814760513
16.9,-1.166198002332038e-10
16.92,475.5282581476033
16.94,293.89262614618724
16.96,-293.89262614626574
16.98,-475.5282581475733
17.0,-1.3713568227904001e-11
17.02,475.5282581475648
17.04,293.8926261462879
17.06,-293.89262614616507
17.08,-475.5282581476118
17.1,-2.449417394422024e-11
17.12,475.52825814759666
17.14,293.8926261462047
17.16,-293.8926261462483
17.18,-475.52825814758
17.2,-3.527477966053648e-11
17.22,475.5282581475582
17.24,293.8926261463054
17.26,-293.8926261462396
17.28,-475.5282581475833
17.3,-4.605538537685272e-11
17.32,475.52825814758995
17.34,293.89262614622214
17.36,-293.89262614623084
17.38,-475.52825814758666
17.4,-5.683599109316896e-11
17.42,475.52825814758666
17.44,293.89262614623084
17.46,-293.89262614622214
17.48,-475.52825814758995
17.5,-6.761659680948518e-11
17.52,475.5282581475833
17.54,293.8926261462396
17.56,-293.89262614621344
17.58,-475.5282581475933
17.6,3.52896351958146e-11
17.62,475.52825814758
17.64,293.8926261462483
17.66,-293.8926261462047
17.68,-475.52825814759666
17.7,-8.917780824211766e-11
17.72,475.5282581475415
17.74,293.892626146257
17.76,-293.89262614628797
17.78,-475.5282581475648
17.8,1.3728423763182123e-11
17.82,475.5282581475733
17.84,293.8926261462657
17.86,-293.8926261461873
17.88,-475.5282581476033
17.9,-1.1073901967475014e-10
17.92,475.52825814757
17.94,293.8926261461825
17.96,-293.89262614627046
17.98,-475.5282581475715
18.0,-7.832787669450353e-12
18.02,475.52825814756665
18.04,293.8926261462832
18.06,-293.8926261461698
18.08,-475.52825814760996
18.1,-1.8613393385766592e-11
18.12,475.52825814756335
18.14,293.8926261461999
18.16,-293.89262614625306
18.18,-475.52825814757813
18.2,-2.939399910208283e-11
18.22,475.52825814756
18.24,293.89262614630064
18.26,-293.89262614624437
18.28,-475.5282581475815
18.3,-4.0174604818399066e-11
18.32,475.5282581475567
18.34,293.89262614621737
18.36,-293.8926261462356
18.38,-475.52825814758484
18.4,-5.0955210534715305e-11
18.42,475.5282581475885
18.44,293.89262614622606
18.46,-293.8926261462269
18.48,-475.52825814758813
18.5,-6.173581625103153e-11
18.52,475.52825814755
18.54,293.8926261462348
18.56,-293.8926261462182
18.58,-475.5282581475915
18.6,4.1170415754268246e-11
18.62,475.5282581475818
18.64,293.8926261462435
18.66,-293.89262614620947
18.68,-475.52825814759484
18.7,-8.329702768366402e-11
18.72,475.52825814754334
18.74,293.89262614625227
18.76,-293.8926261462927
18.78,-475.52825814756306
18.8,1.9609204321635772e-11
18.82,475.5282581475752
18.84,293.89262614626097
18.86,-293.892626146192
18.88,-475.5282581476015
18.9,-1.048582391162965e-10
18.92,475.5282581475718
18.94,293.89262614617775
18.96,-293.89262614627523
18.98,-475.5282581475697
19.0,-1.952007110996705e-12
19.02,475.5282581475685
19.04,293.8926261462784
19.06,-293.89262614617456
19.08,-475.5282581476082
19.1,-1.2732612827312943e-11
19.12,475.52825814756517
19.14,293.89262614619514
19.16,-293.89262614625784
19.18,-475.52825814757637
19.2,-2.351321854362918e-11
19.22,475.5282581475618
19.24,293.89262614629587
19.26,-293.8926261462491
19.28,-475.5282581475797
19.3,-3.429382425994542e-11
19.32,475.5282581475585
19.34,293.89262614630456
19.36,-293.8926261462404
19.38,-475.528258147583
19.4,-4.507442997626166e-11
19.42,475.5282581475903
19.44,293.89262614622135
19.46,-293.8926261462317
19.48,-475.52825814758637
19.5,-5.585503569257789e-11
19.52,475.52825814755187
19.54,293.8926261463221
19.56,-293.89262614622294
19.58,-475.5282581475897
19.6,4.70511963127219e-11
19.62,475.52825814758364
19.64,293.8926261462388
19.66,-293.8926261462142
19.68,-475.528258147593
19.7,-7.741624712521038e-11
19.72,475.52825814754516
19.74,293.89262614633947
19.76,-293.89262614629746
19.78,-475.52825814756125
19.8,2.548998488008942e-11
19.82,475.528258147577
19.84,293.89262614625625
19.86,-293.8926261461968
19.88,-475.5282581475997
19.9,-9.897745855784285e-11
19.92,475.52825814757364
19.94,293.89262614626494
19.96,-293.89262614628
19.98,-475.5282581475679
20.0,3.928773447456944e-12
20.02,475.52825814757034
20.04,293.89262614627364
20.06,-293.89262614617934
20.08,-475.5282581476064
20.1,-6.851832268859294e-12
20.12,475.528258147567
20.14,293.89262614628234
20.16,-293.89262614626256
20.18,-475.52825814757455
20.2,-1.7632437985175534e-11
20.22,475.5282581475637
20.24,293.8926261462911
20.26,-293.89262614625386
20.28,-475.5282581475779
20.3,-2.841304370149177e-11
20.32,475.52825814756034
20.34,293.89262614629985
20.36,-293.8926261462451
20.38,-475.5282581475812
20.4,-3.9193649417808005e-11
20.42,475.5282581475921
20.44,293.89262614621657
20.46,-293.8926261462364
20.48,-475.52825814758455
20.5,-4.997425513412425e-11
20.52,475.5282581475537
20.54,293.8926261463173
20.56,-293.8926261462277
20.58,-475.52825814758785
20.6,5.293197687117554e-11
20.62,475.5282581475854
20.64,293.892626146234
20.66,-293.89262614621896
20.68,-475.5282581475912
20.7,-7.153546656675673e-11
20.72,475.52825814754704
20.74,293.8926261463347
20.76,-293.89262614621026
20.78,-475.52825814755937
20.8,3.137076543854307e-11
20.82,475.52825814757875
20.84,293.8926261462515
20.86,-293.89262614620156
20.88,-475.52825814759785
20.9,-9.309667799938921e-11
20.92,475.52825814757546
20.94,293.89262614626017
20.96,-293.8926261461928
20.98,-475.5282581475661
21.0,9.809554005910592e-12
21.02,475.5282581475721
21.04,293.8926261462689
21.06,-293.89262614618406
21.08,-475.5282581476045
21.1,-9.710517104056455e-13
21.12,475.52825814756875
21.14,293.8926261462776
21.16,-293.89262614617536
21.18,-475.5282581475727
21.2,-1.1751657426721884e-11
21.22,475.52825814756545
21.24,293.8926261462864
